number_of_game,winner,cur_reward,avg100_reward,avgall_reward,epsilon,win3,win2,win1,avg3,avg2,avg1
1445,3,550,2462.0,2567.0816044260027,0.7798000000000243,34.0,24.0,32.0,3006.5,2379.0,2893.0
1446,0,7150,2465.5,2570.248790601244,0.7796000000000243,34.0,24.0,32.0,3006.5,2379.0,2893.0
1447,3,0,2463.5,2568.473756906077,0.7794000000000243,34.0,24.0,32.0,3006.5,2379.0,2893.0
1448,3,350,2459.5,2566.9427191166324,0.7792000000000243,34.0,24.0,32.0,3006.5,2379.0,2893.0
1449,2,400,2461.5,2565.448275862069,0.7790000000000243,34.0,24.0,32.0,3006.5,2379.0,2893.0
1450,0,6950,2526.0,2568.4700206753964,0.7788000000000244,34.0,24.0,32.0,3006.5,2379.0,2893.0
1451,2,500,2461.5,2567.0454545454545,0.7786000000000244,34.0,24.0,32.0,3006.5,2379.0,2893.0
1452,3,1050,2470.0,2566.0013764624914,0.7784000000000244,34.0,24.0,32.0,3006.5,2379.0,2893.0
1453,3,450,2404.5,2564.5460797799174,0.7782000000000244,34.0,24.0,32.0,3006.5,2379.0,2893.0
1454,0,6000,2457.5,2566.907216494845,0.7780000000000244,34.0,24.0,32.0,3006.5,2379.0,2893.0
1455,3,1050,2456.5,2565.8653846153848,0.7778000000000245,34.0,24.0,32.0,3006.5,2379.0,2893.0
1456,0,7300,2460.5,2569.114619080302,0.7776000000000245,34.0,24.0,32.0,3006.5,2379.0,2893.0
1457,3,350,2452.5,2567.5925925925926,0.7774000000000245,34.0,24.0,32.0,3006.5,2379.0,2893.0
1458,2,500,2456.0,2566.1754626456477,0.7772000000000245,34.0,24.0,32.0,3006.5,2379.0,2893.0
1459,3,50,2389.5,2564.4520547945203,0.7770000000000246,34.0,24.0,32.0,3006.5,2379.0,2893.0
1460,0,6950,2460.0,2567.4537987679673,0.7768000000000246,34.0,24.0,32.0,3006.5,2379.0,2893.0
1461,2,150,2453.5,2565.800273597811,0.7766000000000246,34.0,24.0,32.0,3006.5,2379.0,2893.0
1462,0,7050,2453.5,2568.8653451811347,0.7764000000000246,34.0,24.0,32.0,3006.5,2379.0,2893.0
1463,3,1150,2459.5,2567.896174863388,0.7762000000000246,34.0,24.0,32.0,3006.5,2379.0,2893.0
1464,0,6850,2523.0,2570.819112627986,0.7760000000000247,34.0,24.0,32.0,3006.5,2379.0,2893.0
1465,3,550,2524.5,2569.4406548431107,0.7758000000000247,34.0,24.0,32.0,3006.5,2379.0,2893.0
1466,2,50,2461.5,2567.7232447171095,0.7756000000000247,34.0,24.0,32.0,3006.5,2379.0,2893.0
1467,0,7200,2528.5,2570.8787465940054,0.7754000000000247,34.0,24.0,32.0,3006.5,2379.0,2893.0
1468,0,6700,2591.5,2573.6895847515316,0.7752000000000248,34.0,24.0,32.0,3006.5,2379.0,2893.0
1469,2,900,2592.0,2572.5510204081634,0.7750000000000248,34.0,24.0,32.0,3006.5,2379.0,2893.0
1470,3,1350,2535.5,2571.7199184228416,0.7748000000000248,34.0,24.0,32.0,3006.5,2379.0,2893.0
1471,2,1350,2538.0,2570.889945652174,0.7746000000000248,34.0,24.0,32.0,3006.5,2379.0,2893.0
1472,0,6850,2596.5,2573.794976238968,0.7744000000000248,34.0,24.0,32.0,3006.5,2379.0,2893.0
1473,2,650,2598.5,2572.4898236092267,0.7742000000000249,34.0,24.0,32.0,3006.5,2379.0,2893.0
1474,0,6500,2662.0,2575.1525423728813,0.7740000000000249,34.0,24.0,32.0,3006.5,2379.0,2893.0
1475,2,1000,2670.0,2574.0853658536585,0.7738000000000249,34.0,24.0,32.0,3006.5,2379.0,2893.0
1476,3,850,2684.5,2572.91807718348,0.7736000000000249,34.0,24.0,32.0,3006.5,2379.0,2893.0
1477,2,900,2698.5,2571.786197564276,0.773400000000025,34.0,24.0,32.0,3006.5,2379.0,2893.0
1478,0,6850,2768.0,2574.678837052062,0.773200000000025,34.0,24.0,32.0,3006.5,2379.0,2893.0
1479,0,6750,2835.0,2577.5,0.773000000000025,34.0,24.0,32.0,3006.5,2379.0,2893.0
1480,0,6900,2902.5,2580.4186360567182,0.772800000000025,34.0,24.0,32.0,3006.5,2379.0,2893.0
1481,3,300,2836.0,2578.8798920377867,0.772600000000025,34.0,24.0,32.0,3006.5,2379.0,2893.0
1482,2,400,2770.0,2577.4106540795683,0.7724000000000251,34.0,24.0,32.0,3006.5,2379.0,2893.0
1483,2,200,2703.0,2575.8086253369274,0.7722000000000251,34.0,24.0,32.0,3006.5,2379.0,2893.0
1484,0,6200,2755.0,2578.2491582491584,0.7720000000000251,34.0,24.0,32.0,3006.5,2379.0,2893.0
1485,3,950,2761.0,2577.1534320323017,0.7718000000000251,34.0,24.0,32.0,3006.5,2379.0,2893.0
1486,3,100,2758.0,2575.4875588433088,0.7716000000000252,34.0,24.0,32.0,3006.5,2379.0,2893.0
1487,0,7000,2822.5,2578.4610215053763,0.7714000000000252,34.0,24.0,32.0,3006.5,2379.0,2893.0
1488,0,6900,2895.0,2581.3633310946943,0.7712000000000252,34.0,24.0,32.0,3006.5,2379.0,2893.0
1489,3,500,2894.5,2579.9664429530203,0.7710000000000252,34.0,24.0,32.0,3006.5,2379.0,2893.0
1490,2,350,2832.0,2578.470824949698,0.7708000000000252,34.0,24.0,32.0,3006.5,2379.0,2893.0
1491,3,-100,2836.5,2576.6756032171584,0.7706000000000253,34.0,24.0,32.0,3006.5,2379.0,2893.0
1492,2,500,2833.5,2575.284661754856,0.7704000000000253,34.0,24.0,32.0,3006.5,2379.0,2893.0
1493,0,6400,2891.5,2577.8447121820614,0.7702000000000253,34.0,24.0,32.0,3006.5,2379.0,2893.0
1494,3,-100,2822.0,2576.0535117056857,0.7700000000000253,34.0,24.0,32.0,3006.5,2379.0,2893.0
1495,3,0,2815.5,2574.331550802139,0.7698000000000254,34.0,24.0,32.0,3006.5,2379.0,2893.0
1496,0,6950,2878.0,2577.254509018036,0.7696000000000254,34.0,24.0,32.0,3006.5,2379.0,2893.0
1497,0,6850,2873.0,2580.1068090787717,0.7694000000000254,34.0,24.0,32.0,3006.5,2379.0,2893.0
1498,0,7250,2932.5,2583.2221480987323,0.7692000000000254,34.0,24.0,32.0,3006.5,2379.0,2893.0
1499,0,7250,2939.5,2586.3333333333335,0.7690000000000254,34.0,24.0,32.0,3006.5,2379.0,2893.0
1500,0,7850,3013.0,2589.8401065956027,0.7688000000000255,39.0,21.0,33.0,3247.5,2083.0,3028.0
1501,3,-300,2948.5,2587.9161118508655,0.7686000000000255,39.0,21.0,33.0,3247.5,2083.0,3028.0
1502,0,6000,2949.0,2590.1862940785095,0.7684000000000255,39.0,21.0,33.0,3247.5,2083.0,3028.0
1503,3,800,2887.5,2588.996010638298,0.7682000000000255,39.0,21.0,33.0,3247.5,2083.0,3028.0
1504,0,6900,2886.5,2591.860465116279,0.7680000000000256,39.0,21.0,33.0,3247.5,2083.0,3028.0
1505,0,7900,2957.0,2595.3851261620184,0.7678000000000256,39.0,21.0,33.0,3247.5,2083.0,3028.0
1506,2,-750,2883.0,2593.165228931652,0.7676000000000256,39.0,21.0,33.0,3247.5,2083.0,3028.0
1507,3,750,2889.0,2591.942970822281,0.7674000000000256,39.0,21.0,33.0,3247.5,2083.0,3028.0
1508,0,6850,2953.0,2594.7647448641483,0.7672000000000256,39.0,21.0,33.0,3247.5,2083.0,3028.0
1509,0,7200,3018.0,2597.8145695364237,0.7670000000000257,39.0,21.0,33.0,3247.5,2083.0,3028.0
1510,0,7250,3084.0,2600.8934480476505,0.7668000000000257,39.0,21.0,33.0,3247.5,2083.0,3028.0
1511,2,750,3090.0,2599.669312169312,0.7666000000000257,39.0,21.0,33.0,3247.5,2083.0,3028.0
1512,0,6800,3152.5,2602.4454725710507,0.7664000000000257,39.0,21.0,33.0,3247.5,2083.0,3028.0
1513,2,50,3144.5,2600.7595772787317,0.7662000000000257,39.0,21.0,33.0,3247.5,2083.0,3028.0
1514,3,900,3140.5,2599.6369636963695,0.7660000000000258,39.0,21.0,33.0,3247.5,2083.0,3028.0
1515,3,750,3079.0,2598.416886543536,0.7658000000000258,39.0,21.0,33.0,3247.5,2083.0,3028.0
1516,0,6650,3079.0,2601.0876730388927,0.7656000000000258,39.0,21.0,33.0,3247.5,2083.0,3028.0
1517,3,600,3089.5,2599.7694334650855,0.7654000000000258,39.0,21.0,33.0,3247.5,2083.0,3028.0
1518,2,500,3081.5,2598.3870967741937,0.7652000000000259,39.0,21.0,33.0,3247.5,2083.0,3028.0
1519,3,-250,3076.0,2596.5131578947367,0.7650000000000259,39.0,21.0,33.0,3247.5,2083.0,3028.0
1520,2,1100,3084.5,2595.5292570677184,0.7648000000000259,39.0,21.0,33.0,3247.5,2083.0,3028.0
1521,2,-300,3070.5,2593.626806833114,0.7646000000000259,39.0,21.0,33.0,3247.5,2083.0,3028.0
1522,0,6300,3126.5,2596.0604070912673,0.764400000000026,39.0,21.0,33.0,3247.5,2083.0,3028.0
1523,3,400,3064.5,2594.6194225721783,0.764200000000026,39.0,21.0,33.0,3247.5,2083.0,3028.0
1524,0,7500,3070.0,2597.8360655737706,0.764000000000026,39.0,21.0,33.0,3247.5,2083.0,3028.0
1525,0,5650,3065.0,2599.8361730013107,0.763800000000026,39.0,21.0,33.0,3247.5,2083.0,3028.0
1526,3,350,2994.0,2598.362802881467,0.763600000000026,39.0,21.0,33.0,3247.5,2083.0,3028.0
1527,3,100,2927.0,2596.7277486910994,0.7634000000000261,39.0,21.0,33.0,3247.5,2083.0,3028.0
1528,3,700,2865.0,2595.4872465663834,0.7632000000000261,39.0,21.0,33.0,3247.5,2083.0,3028.0
1529,3,250,2865.5,2593.954248366013,0.7630000000000261,39.0,21.0,33.0,3247.5,2083.0,3028.0
1530,3,50,2860.5,2592.292619203135,0.7628000000000261,39.0,21.0,33.0,3247.5,2083.0,3028.0
1531,2,900,2863.0,2591.1879895561356,0.7626000000000261,39.0,21.0,33.0,3247.5,2083.0,3028.0
1532,2,550,2852.5,2589.856490541422,0.7624000000000262,39.0,21.0,33.0,3247.5,2083.0,3028.0
1533,2,750,2851.5,2588.657105606258,0.7622000000000262,39.0,21.0,33.0,3247.5,2083.0,3028.0
1534,0,6200,2850.0,2591.0097719869705,0.7620000000000262,39.0,21.0,33.0,3247.5,2083.0,3028.0
1535,0,6900,2915.5,2593.8151041666665,0.7618000000000262,39.0,21.0,33.0,3247.5,2083.0,3028.0
1536,2,1650,2925.0,2593.2010409889394,0.7616000000000263,39.0,21.0,33.0,3247.5,2083.0,3028.0
1537,3,550,2924.5,2591.8725617685304,0.7614000000000263,39.0,21.0,33.0,3247.5,2083.0,3028.0
1538,2,1050,2925.0,2590.8706952566604,0.7612000000000263,39.0,21.0,33.0,3247.5,2083.0,3028.0
1539,2,750,2860.5,2589.6753246753246,0.7610000000000263,39.0,21.0,33.0,3247.5,2083.0,3028.0
1540,3,150,2793.5,2588.092147955873,0.7608000000000263,39.0,21.0,33.0,3247.5,2083.0,3028.0
1541,0,6350,2853.5,2590.5317769130997,0.7606000000000264,39.0,21.0,33.0,3247.5,2083.0,3028.0
1542,0,7150,2916.0,2593.4867141931304,0.7604000000000264,39.0,21.0,33.0,3247.5,2083.0,3028.0
1543,0,7150,2981.5,2596.437823834197,0.7602000000000264,39.0,21.0,33.0,3247.5,2083.0,3028.0
1544,2,-400,2970.5,2594.4983818770224,0.7600000000000264,39.0,21.0,33.0,3247.5,2083.0,3028.0
1545,0,7300,3038.0,2597.542043984476,0.7598000000000265,39.0,21.0,33.0,3247.5,2083.0,3028.0
1546,2,500,2971.5,2596.186166774402,0.7596000000000265,39.0,21.0,33.0,3247.5,2083.0,3028.0
1547,3,-100,2970.5,2594.4444444444443,0.7594000000000265,39.0,21.0,33.0,3247.5,2083.0,3028.0
1548,2,300,2970.0,2592.963202065849,0.7592000000000265,39.0,21.0,33.0,3247.5,2083.0,3028.0
1549,0,7450,3040.5,2596.0967741935483,0.7590000000000265,39.0,21.0,33.0,3247.5,2083.0,3028.0
1550,0,6900,3040.0,2598.8716956802064,0.7588000000000266,39.0,21.0,33.0,3247.5,2083.0,3028.0
1551,3,750,3042.5,2597.680412371134,0.7586000000000266,39.0,21.0,33.0,3247.5,2083.0,3028.0
1552,0,7150,3103.5,2600.6117192530587,0.7584000000000266,39.0,21.0,33.0,3247.5,2083.0,3028.0
1553,3,50,3099.5,2598.970398970399,0.7582000000000266,39.0,21.0,33.0,3247.5,2083.0,3028.0
1554,3,1050,3050.0,2597.9742765273313,0.7580000000000267,39.0,21.0,33.0,3247.5,2083.0,3028.0
1555,0,6700,3106.5,2600.6105398457585,0.7578000000000267,39.0,21.0,33.0,3247.5,2083.0,3028.0
1556,0,7250,3106.0,2603.596660244059,0.7576000000000267,39.0,21.0,33.0,3247.5,2083.0,3028.0
1557,2,300,3105.5,2602.11810012837,0.7574000000000267,39.0,21.0,33.0,3247.5,2083.0,3028.0
1558,2,200,3102.5,2600.577293136626,0.7572000000000267,39.0,21.0,33.0,3247.5,2083.0,3028.0
1559,3,250,3104.5,2599.0705128205127,0.7570000000000268,39.0,21.0,33.0,3247.5,2083.0,3028.0
1560,0,7100,3106.0,2601.953875720692,0.7568000000000268,39.0,21.0,33.0,3247.5,2083.0,3028.0
1561,3,500,3109.5,2600.608194622279,0.7566000000000268,39.0,21.0,33.0,3247.5,2083.0,3028.0
1562,3,600,3045.0,2599.328214971209,0.7564000000000268,39.0,21.0,33.0,3247.5,2083.0,3028.0
1563,0,6900,3102.5,2602.0780051150896,0.7562000000000269,39.0,21.0,33.0,3247.5,2083.0,3028.0
1564,0,6800,3102.0,2604.7603833865815,0.7560000000000269,39.0,21.0,33.0,3247.5,2083.0,3028.0
1565,2,350,3100.0,2603.3205619412515,0.7558000000000269,39.0,21.0,33.0,3247.5,2083.0,3028.0
1566,2,850,3108.0,2602.2016592214422,0.7556000000000269,39.0,21.0,33.0,3247.5,2083.0,3028.0
1567,0,6850,3104.5,2604.910714285714,0.7554000000000269,39.0,21.0,33.0,3247.5,2083.0,3028.0
1568,0,6150,3099.0,2607.17017208413,0.755200000000027,39.0,21.0,33.0,3247.5,2083.0,3028.0
1569,2,150,3091.5,2605.605095541401,0.755000000000027,39.0,21.0,33.0,3247.5,2083.0,3028.0
1570,0,6900,3147.0,2608.338637810312,0.754800000000027,39.0,21.0,33.0,3247.5,2083.0,3028.0
1571,0,6700,3200.5,2610.9414758269722,0.754600000000027,39.0,21.0,33.0,3247.5,2083.0,3028.0
1572,3,-150,3130.5,2609.1862682771775,0.754400000000027,39.0,21.0,33.0,3247.5,2083.0,3028.0
1573,3,1950,3143.5,2608.767471410419,0.7542000000000271,39.0,21.0,33.0,3247.5,2083.0,3028.0
1574,2,300,3081.5,2607.3015873015875,0.7540000000000271,39.0,21.0,33.0,3247.5,2083.0,3028.0
1575,3,900,3080.5,2606.2182741116753,0.7538000000000271,39.0,21.0,33.0,3247.5,2083.0,3028.0
1576,0,7150,3143.5,2609.0995561192135,0.7536000000000271,39.0,21.0,33.0,3247.5,2083.0,3028.0
1577,2,-350,3131.0,2607.2243346007604,0.7534000000000272,39.0,21.0,33.0,3247.5,2083.0,3028.0
1578,0,6750,3130.0,2609.848005066498,0.7532000000000272,39.0,21.0,33.0,3247.5,2083.0,3028.0
1579,2,550,3068.0,2608.5443037974683,0.7530000000000272,39.0,21.0,33.0,3247.5,2083.0,3028.0
1580,0,6350,3062.5,2610.910815939279,0.7528000000000272,39.0,21.0,33.0,3247.5,2083.0,3028.0
1581,3,1000,3069.5,2609.892541087231,0.7526000000000272,39.0,21.0,33.0,3247.5,2083.0,3028.0
1582,2,300,3068.5,2608.433354390398,0.7524000000000273,39.0,21.0,33.0,3247.5,2083.0,3028.0
1583,2,850,3075.0,2607.3232323232323,0.7522000000000273,39.0,21.0,33.0,3247.5,2083.0,3028.0
1584,0,6800,3081.0,2609.968454258675,0.7520000000000273,39.0,21.0,33.0,3247.5,2083.0,3028.0
1585,3,850,3080.0,2608.858764186633,0.7518000000000273,39.0,21.0,33.0,3247.5,2083.0,3028.0
1586,0,6850,3147.5,2611.531190926276,0.7516000000000274,39.0,21.0,33.0,3247.5,2083.0,3028.0
1587,3,450,3082.0,2610.170025188917,0.7514000000000274,39.0,21.0,33.0,3247.5,2083.0,3028.0
1588,2,750,3020.5,2608.9993706733794,0.7512000000000274,39.0,21.0,33.0,3247.5,2083.0,3028.0
1589,2,1350,3029.0,2608.2075471698113,0.7510000000000274,39.0,21.0,33.0,3247.5,2083.0,3028.0
1590,0,7000,3095.5,2610.967944688875,0.7508000000000274,39.0,21.0,33.0,3247.5,2083.0,3028.0
1591,2,600,3102.5,2609.704773869347,0.7506000000000275,39.0,21.0,33.0,3247.5,2083.0,3028.0
1592,2,600,3103.5,2608.4431889516636,0.7504000000000275,39.0,21.0,33.0,3247.5,2083.0,3028.0
1593,3,300,3042.5,2606.9949811794227,0.7502000000000275,39.0,21.0,33.0,3247.5,2083.0,3028.0
1594,0,6150,3105.0,2609.216300940439,0.7500000000000275,39.0,21.0,33.0,3247.5,2083.0,3028.0
1595,0,7250,3177.5,2612.124060150376,0.7498000000000276,39.0,21.0,33.0,3247.5,2083.0,3028.0
1596,0,7200,3180.0,2614.996869129618,0.7496000000000276,39.0,21.0,33.0,3247.5,2083.0,3028.0
1597,0,7250,3184.0,2617.897371714643,0.7494000000000276,39.0,21.0,33.0,3247.5,2083.0,3028.0
1598,0,6300,3174.5,2620.2001250781736,0.7492000000000276,39.0,21.0,33.0,3247.5,2083.0,3028.0
1599,3,-400,3098.0,2618.3125,0.7490000000000276,39.0,21.0,33.0,3247.5,2083.0,3028.0
1600,2,900,3028.5,2617.2392254840724,0.7488000000000277,38.0,21.0,27.0,3234.5,2104.5,2561.0
1601,3,1150,3043.0,2616.323345817728,0.7486000000000277,38.0,21.0,27.0,3234.5,2104.5,2561.0
1602,3,1050,2993.5,2615.3462258265754,0.7484000000000277,38.0,21.0,27.0,3234.5,2104.5,2561.0
1603,2,0,2985.5,2613.715710723192,0.7482000000000277,38.0,21.0,27.0,3234.5,2104.5,2561.0
1604,0,6650,2983.0,2616.2305295950155,0.7480000000000278,38.0,21.0,27.0,3234.5,2104.5,2561.0
1605,3,150,2905.5,2614.694894146949,0.7478000000000278,38.0,21.0,27.0,3234.5,2104.5,2561.0
1606,2,500,2918.0,2613.3789670192905,0.7476000000000278,38.0,21.0,27.0,3234.5,2104.5,2561.0
1607,0,6350,2974.0,2615.702736318408,0.7474000000000278,38.0,21.0,27.0,3234.5,2104.5,2561.0
1608,3,700,2912.5,2614.5121193287755,0.7472000000000278,38.0,21.0,27.0,3234.5,2104.5,2561.0
1609,3,550,2846.0,2613.2298136645963,0.7470000000000279,38.0,21.0,27.0,3234.5,2104.5,2561.0
1610,2,650,2780.0,2612.0111731843576,0.7468000000000279,38.0,21.0,27.0,3234.5,2104.5,2561.0
1611,0,7350,2846.0,2614.950372208437,0.7466000000000279,38.0,21.0,27.0,3234.5,2104.5,2561.0
1612,3,250,2780.5,2613.484190948543,0.7464000000000279,38.0,21.0,27.0,3234.5,2104.5,2561.0
1613,2,600,2786.0,2612.2366790582405,0.746200000000028,38.0,21.0,27.0,3234.5,2104.5,2561.0
1614,2,200,2779.0,2610.7430340557275,0.746000000000028,38.0,21.0,27.0,3234.5,2104.5,2561.0
1615,3,200,2773.5,2609.2512376237623,0.745800000000028,38.0,21.0,27.0,3234.5,2104.5,2561.0
1616,3,1200,2719.0,2608.3797155225725,0.745600000000028,38.0,21.0,27.0,3234.5,2104.5,2561.0
1617,3,750,2720.5,2607.231149567367,0.745400000000028,38.0,21.0,27.0,3234.5,2104.5,2561.0
1618,0,7050,2786.0,2609.975293390982,0.7452000000000281,38.0,21.0,27.0,3234.5,2104.5,2561.0
1619,0,7200,2860.5,2612.8086419753085,0.7450000000000281,38.0,21.0,27.0,3234.5,2104.5,2561.0
1620,2,950,2859.0,2611.7828500925357,0.7448000000000281,38.0,21.0,27.0,3234.5,2104.5,2561.0
1621,3,-200,2860.0,2610.0493218249076,0.7446000000000281,38.0,21.0,27.0,3234.5,2104.5,2561.0
1622,2,1450,2811.5,2609.3345656192237,0.7444000000000282,38.0,21.0,27.0,3234.5,2104.5,2561.0
1623,3,400,2811.5,2607.9741379310344,0.7442000000000282,38.0,21.0,27.0,3234.5,2104.5,2561.0
1624,2,700,2743.5,2606.8,0.7440000000000282,38.0,21.0,27.0,3234.5,2104.5,2561.0
1625,0,7200,2759.0,2609.6248462484623,0.7438000000000282,38.0,21.0,27.0,3234.5,2104.5,2561.0
1626,2,950,2765.0,2608.60479409957,0.7436000000000282,38.0,21.0,27.0,3234.5,2104.5,2561.0
1627,0,6850,2832.5,2611.2100737100736,0.7434000000000283,38.0,21.0,27.0,3234.5,2104.5,2561.0
1628,2,1050,2836.0,2610.2516881522406,0.7432000000000283,38.0,21.0,27.0,3234.5,2104.5,2561.0
1629,0,7050,2904.0,2612.9754601226996,0.7430000000000283,38.0,21.0,27.0,3234.5,2104.5,2561.0
1630,3,550,2909.0,2611.710606989577,0.7428000000000283,38.0,21.0,27.0,3234.5,2104.5,2561.0
1631,2,350,2903.5,2610.3247549019607,0.7426000000000283,38.0,21.0,27.0,3234.5,2104.5,2561.0
1632,0,6850,2966.5,2612.9210042865893,0.7424000000000284,38.0,21.0,27.0,3234.5,2104.5,2561.0
1633,0,7150,3030.5,2615.6976744186045,0.7422000000000284,38.0,21.0,27.0,3234.5,2104.5,2561.0
1634,2,150,2970.0,2614.189602446483,0.7420000000000284,38.0,21.0,27.0,3234.5,2104.5,2561.0
1635,0,7550,2976.5,2617.2066014669927,0.7418000000000284,38.0,21.0,27.0,3234.5,2104.5,2561.0
1636,3,1150,2971.5,2616.310323762981,0.7416000000000285,38.0,21.0,27.0,3234.5,2104.5,2561.0
1637,2,1250,2978.5,2615.4761904761904,0.7414000000000285,38.0,21.0,27.0,3234.5,2104.5,2561.0
1638,0,6600,3034.0,2617.90726052471,0.7412000000000285,38.0,21.0,27.0,3234.5,2104.5,2561.0
1639,0,5900,3085.5,2619.9085365853657,0.7410000000000285,38.0,21.0,27.0,3234.5,2104.5,2561.0
1640,3,50,3084.5,2618.3424741011577,0.7408000000000285,38.0,21.0,27.0,3234.5,2104.5,2561.0
1641,2,-150,3019.5,2616.656516443362,0.7406000000000286,38.0,21.0,27.0,3234.5,2104.5,2561.0
1642,0,7150,3019.5,2619.4157029823496,0.7404000000000286,38.0,21.0,27.0,3234.5,2104.5,2561.0
1643,2,-150,2946.5,2617.7311435523116,0.7402000000000286,38.0,21.0,27.0,3234.5,2104.5,2561.0
1644,3,700,2957.5,2616.565349544073,0.7400000000000286,38.0,21.0,27.0,3234.5,2104.5,2561.0
1645,3,150,2886.0,2615.066828675577,0.7398000000000287,38.0,21.0,27.0,3234.5,2104.5,2561.0
1646,2,200,2883.0,2613.6004857316334,0.7396000000000287,38.0,21.0,27.0,3234.5,2104.5,2561.0
1647,2,-100,2883.0,2611.9538834951454,0.7394000000000287,38.0,21.0,27.0,3234.5,2104.5,2561.0
1648,2,400,2884.0,2610.6124924196483,0.7392000000000287,38.0,21.0,27.0,3234.5,2104.5,2561.0
1649,0,6950,2879.0,2613.242424242424,0.7390000000000287,38.0,21.0,27.0,3234.5,2104.5,2561.0
1650,3,550,2815.5,2611.992731677771,0.7388000000000288,38.0,21.0,27.0,3234.5,2104.5,2561.0
1651,0,7200,2880.0,2614.769975786925,0.7386000000000288,38.0,21.0,27.0,3234.5,2104.5,2561.0
1652,3,1000,2818.5,2613.793103448276,0.7384000000000288,38.0,21.0,27.0,3234.5,2104.5,2561.0
1653,3,100,2819.0,2612.273276904474,0.7382000000000288,38.0,21.0,27.0,3234.5,2104.5,2561.0
1654,3,450,2813.0,2610.9667673716012,0.7380000000000289,38.0,21.0,27.0,3234.5,2104.5,2561.0
1655,3,50,2746.5,2609.4202898550725,0.7378000000000289,38.0,21.0,27.0,3234.5,2104.5,2561.0
1656,2,-250,2671.5,2607.6946288473146,0.7376000000000289,38.0,21.0,27.0,3234.5,2104.5,2561.0
1657,2,1050,2679.0,2606.7551266586247,0.7374000000000289,38.0,21.0,27.0,3234.5,2104.5,2561.0
1658,2,1800,2695.0,2606.2688366485836,0.7372000000000289,38.0,21.0,27.0,3234.5,2104.5,2561.0
1659,0,7150,2764.0,2609.0060240963853,0.737000000000029,38.0,21.0,27.0,3234.5,2104.5,2561.0
1660,2,150,2694.5,2607.5255869957855,0.736800000000029,38.0,21.0,27.0,3234.5,2104.5,2561.0
1661,0,6950,2759.0,2610.138387484958,0.736600000000029,38.0,21.0,27.0,3234.5,2104.5,2561.0
1662,0,6800,2821.0,2612.657847263981,0.736400000000029,38.0,21.0,27.0,3234.5,2104.5,2561.0
1663,2,1100,2763.0,2611.748798076923,0.736200000000029,38.0,21.0,27.0,3234.5,2104.5,2561.0
1664,2,1000,2705.0,2610.780780780781,0.7360000000000291,38.0,21.0,27.0,3234.5,2104.5,2561.0
1665,0,5900,2760.5,2612.7551020408164,0.7358000000000291,38.0,21.0,27.0,3234.5,2104.5,2561.0
1666,3,950,2761.5,2611.757648470306,0.7356000000000291,38.0,21.0,27.0,3234.5,2104.5,2561.0
1667,3,750,2700.5,2610.6414868105517,0.7354000000000291,38.0,21.0,27.0,3234.5,2104.5,2561.0
1668,0,6850,2707.5,2613.1815458358296,0.7352000000000292,38.0,21.0,27.0,3234.5,2104.5,2561.0
1669,3,300,2709.0,2611.7964071856286,0.7350000000000292,38.0,21.0,27.0,3234.5,2104.5,2561.0
1670,2,700,2647.0,2610.652304009575,0.7348000000000292,38.0,21.0,27.0,3234.5,2104.5,2561.0
1671,0,6800,2648.0,2613.157894736842,0.7346000000000292,38.0,21.0,27.0,3234.5,2104.5,2561.0
1672,0,7550,2725.0,2616.1087866108787,0.7344000000000293,38.0,21.0,27.0,3234.5,2104.5,2561.0
1673,3,900,2714.5,2615.083632019116,0.7342000000000293,38.0,21.0,27.0,3234.5,2104.5,2561.0
1674,3,650,2718.0,2613.910447761194,0.7340000000000293,38.0,21.0,27.0,3234.5,2104.5,2561.0
1675,0,6750,2776.5,2616.378281622912,0.7338000000000293,38.0,21.0,27.0,3234.5,2104.5,2561.0
1676,0,6800,2773.0,2618.8729874776386,0.7336000000000293,38.0,21.0,27.0,3234.5,2104.5,2561.0
1677,0,6800,2844.5,2621.3647199046486,0.7334000000000294,38.0,21.0,27.0,3234.5,2104.5,2561.0
1678,2,250,2779.5,2619.952352590828,0.7332000000000294,38.0,21.0,27.0,3234.5,2104.5,2561.0
1679,0,6450,2838.5,2622.2321428571427,0.7330000000000294,38.0,21.0,27.0,3234.5,2104.5,2561.0
1680,3,650,2781.5,2621.0588935157643,0.7328000000000294,38.0,21.0,27.0,3234.5,2104.5,2561.0
1681,0,6600,2837.5,2623.424494649227,0.7326000000000294,38.0,21.0,27.0,3234.5,2104.5,2561.0
1682,2,350,2838.0,2622.0736779560307,0.7324000000000295,38.0,21.0,27.0,3234.5,2104.5,2561.0
1683,0,7050,2900.0,2624.703087885986,0.7322000000000295,38.0,21.0,27.0,3234.5,2104.5,2561.0
1684,2,400,2836.0,2623.3827893175076,0.7320000000000295,38.0,21.0,27.0,3234.5,2104.5,2561.0
1685,3,-600,2821.5,2621.4709371293,0.7318000000000295,38.0,21.0,27.0,3234.5,2104.5,2561.0
1686,3,450,2757.5,2620.1837581505633,0.7316000000000296,38.0,21.0,27.0,3234.5,2104.5,2561.0
1687,3,-1000,2743.0,2618.0390995260664,0.7314000000000296,38.0,21.0,27.0,3234.5,2104.5,2561.0
1688,0,6600,2801.5,2620.396684428656,0.7312000000000296,38.0,21.0,27.0,3234.5,2104.5,2561.0
