number_of_game,winner,cur_reward,avg100_reward,avgall_reward,epsilon,win3,win2,win1,avg3,avg2,avg1
3352,3,-650,2813.5,2755.2192066805846,0.39840000000006626,31.0,26.0,37.0,2885.0,2361.5,3535.5
3353,2,400,2753.5,2754.5169946332735,0.3982000000000663,31.0,26.0,37.0,2885.0,2361.5,3535.5
3354,2,400,2744.0,2753.8152011922502,0.3980000000000663,31.0,26.0,37.0,2885.0,2361.5,3535.5
3355,0,6900,2806.0,2755.050655542312,0.3978000000000663,31.0,26.0,37.0,2885.0,2361.5,3535.5
3356,3,450,2805.0,2754.364015490021,0.39760000000006634,31.0,26.0,37.0,2885.0,2361.5,3535.5
3357,3,1100,2810.5,2753.8713519952353,0.39740000000006637,31.0,26.0,37.0,2885.0,2361.5,3535.5
3358,3,650,2761.0,2753.245013396844,0.3972000000000664,31.0,26.0,37.0,2885.0,2361.5,3535.5
3359,0,6750,2824.0,2754.434523809524,0.3970000000000664,31.0,26.0,37.0,2885.0,2361.5,3535.5
3360,3,100,2757.5,2753.64474858673,0.39680000000006643,31.0,26.0,37.0,2885.0,2361.5,3535.5
3361,0,7100,2836.0,2754.93753718025,0.39660000000006645,31.0,26.0,37.0,2885.0,2361.5,3535.5
3362,0,7000,2903.5,2756.199821587868,0.3964000000000665,31.0,26.0,37.0,2885.0,2361.5,3535.5
3363,0,6300,2965.0,2757.253269916766,0.3962000000000665,31.0,26.0,37.0,2885.0,2361.5,3535.5
3364,0,7050,3030.5,2758.52897473997,0.3960000000000665,31.0,26.0,37.0,2885.0,2361.5,3535.5
3365,3,150,3024.5,2757.7540106951874,0.39580000000006654,31.0,26.0,37.0,2885.0,2361.5,3535.5
3366,3,1150,2970.5,2757.2765072765073,0.39560000000006657,31.0,26.0,37.0,2885.0,2361.5,3535.5
3367,0,6950,3038.5,2758.521377672209,0.3954000000000666,31.0,26.0,37.0,2885.0,2361.5,3535.5
3368,2,950,3050.0,2757.9845651528644,0.3952000000000666,31.0,26.0,37.0,2885.0,2361.5,3535.5
3369,3,750,3047.0,2757.3887240356084,0.39500000000006663,31.0,26.0,37.0,2885.0,2361.5,3535.5
3370,3,150,3048.0,2756.615247700979,0.39480000000006665,31.0,26.0,37.0,2885.0,2361.5,3535.5
3371,0,6250,3101.0,2757.6512455516013,0.3946000000000667,31.0,26.0,37.0,2885.0,2361.5,3535.5
3372,3,300,3037.5,2756.922620812333,0.3944000000000667,31.0,26.0,37.0,2885.0,2361.5,3535.5
3373,0,6300,3087.0,2757.9727326615293,0.3942000000000667,31.0,26.0,37.0,2885.0,2361.5,3535.5
3374,0,7100,3150.5,2759.259259259259,0.39400000000006674,31.0,26.0,37.0,2885.0,2361.5,3535.5
3375,0,6950,3215.5,2760.5005924170614,0.39380000000006676,31.0,26.0,37.0,2885.0,2361.5,3535.5
3376,0,6150,3278.5,2761.5042937518506,0.3936000000000668,31.0,26.0,37.0,2885.0,2361.5,3535.5
3377,2,300,3211.0,2760.775606867969,0.3934000000000668,31.0,26.0,37.0,2885.0,2361.5,3535.5
3378,0,7450,3277.5,2762.163361941403,0.39320000000006683,31.0,26.0,37.0,2885.0,2361.5,3535.5
3379,0,7050,3341.5,2763.431952662722,0.39300000000006685,31.0,26.0,37.0,2885.0,2361.5,3535.5
3380,2,-1250,3259.0,2762.2448979591836,0.3928000000000669,31.0,26.0,37.0,2885.0,2361.5,3535.5
3381,3,-250,3243.5,2761.3542282672975,0.3926000000000669,31.0,26.0,37.0,2885.0,2361.5,3535.5
3382,3,550,3237.5,2760.700561631688,0.3924000000000669,31.0,26.0,37.0,2885.0,2361.5,3535.5
3383,0,7150,3296.0,2761.997635933806,0.39220000000006694,31.0,26.0,37.0,2885.0,2361.5,3535.5
3384,2,300,3229.0,2761.2703101920238,0.39200000000006696,31.0,26.0,37.0,2885.0,2361.5,3535.5
3385,2,700,3164.0,2760.66154754873,0.391800000000067,31.0,26.0,37.0,2885.0,2361.5,3535.5
3386,0,6800,3223.0,2761.8541482137584,0.391600000000067,31.0,26.0,37.0,2885.0,2361.5,3535.5
3387,2,1050,3171.0,2761.348878394333,0.391400000000067,31.0,26.0,37.0,2885.0,2361.5,3535.5
3388,0,6750,3169.0,2762.525818825612,0.39120000000006705,31.0,26.0,37.0,2885.0,2361.5,3535.5
3389,3,-500,3094.5,2761.5634218289088,0.39100000000006707,31.0,26.0,37.0,2885.0,2361.5,3535.5
3390,0,7250,3094.5,2762.8870539663817,0.3908000000000671,31.0,26.0,37.0,2885.0,2361.5,3535.5
3391,2,650,3032.5,2762.264150943396,0.3906000000000671,31.0,26.0,37.0,2885.0,2361.5,3535.5
3392,3,950,2976.5,2761.7300324196876,0.39040000000006714,31.0,26.0,37.0,2885.0,2361.5,3535.5
3393,0,6900,3042.0,2762.94932233353,0.39020000000006716,31.0,26.0,37.0,2885.0,2361.5,3535.5
3394,3,1250,3045.5,2762.5036818851254,0.3900000000000672,31.0,26.0,37.0,2885.0,2361.5,3535.5
3395,2,1000,3049.5,2761.98468786808,0.3898000000000672,31.0,26.0,37.0,2885.0,2361.5,3535.5
3396,2,50,3048.5,2761.18634088902,0.3896000000000672,31.0,26.0,37.0,2885.0,2361.5,3535.5
3397,3,400,3042.5,2760.4914655679813,0.38940000000006725,31.0,26.0,37.0,2885.0,2361.5,3535.5
3398,2,500,2980.0,2759.8264195351576,0.38920000000006727,31.0,26.0,37.0,2885.0,2361.5,3535.5
3399,0,6400,2977.0,2760.8970588235293,0.3890000000000673,31.0,26.0,37.0,2885.0,2361.5,3535.5
3400,3,650,2916.5,2760.2763892972657,0.3888000000000673,38.0,32.0,34.0,3272.5,2877.0,3000.0
3401,3,900,2859.5,2759.729570840682,0.38860000000006734,38.0,32.0,34.0,3272.5,2877.0,3000.0
3402,0,6700,2928.0,2760.8874522480164,0.38840000000006736,38.0,32.0,34.0,3272.5,2877.0,3000.0
3403,3,-100,2920.5,2760.0470035252642,0.3882000000000674,38.0,32.0,34.0,3272.5,2877.0,3000.0
3404,3,600,2856.0,2759.4126284875183,0.3880000000000674,38.0,32.0,34.0,3272.5,2877.0,3000.0
3405,3,-150,2850.5,2758.558426306518,0.3878000000000674,38.0,32.0,34.0,3272.5,2877.0,3000.0
3406,2,500,2784.5,2757.895509245671,0.38760000000006745,38.0,32.0,34.0,3272.5,2877.0,3000.0
3407,2,200,2710.0,2757.1449530516434,0.38740000000006747,38.0,32.0,34.0,3272.5,2877.0,3000.0
3408,3,-100,2708.0,2756.306834848929,0.3872000000000675,38.0,32.0,34.0,3272.5,2877.0,3000.0
3409,2,100,2706.0,2755.5278592375366,0.3870000000000675,38.0,32.0,34.0,3272.5,2877.0,3000.0
3410,0,7150,2717.0,2756.816182937555,0.38680000000006753,38.0,32.0,34.0,3272.5,2877.0,3000.0
3411,3,1050,2663.0,2756.3159437280187,0.38660000000006756,38.0,32.0,34.0,3272.5,2877.0,3000.0
3412,2,-100,2594.5,2755.479050688544,0.3864000000000676,38.0,32.0,34.0,3272.5,2877.0,3000.0
3413,0,6800,2663.0,2756.6637375512596,0.3862000000000676,38.0,32.0,34.0,3272.5,2877.0,3000.0
3414,3,-450,2648.0,2755.724743777452,0.3860000000000676,38.0,32.0,34.0,3272.5,2877.0,3000.0
3415,3,750,2589.0,2755.137587822014,0.38580000000006764,38.0,32.0,34.0,3272.5,2877.0,3000.0
3416,2,450,2598.5,2754.462979221539,0.38560000000006767,38.0,32.0,34.0,3272.5,2877.0,3000.0
3417,0,7450,2666.0,2755.8367466354593,0.3854000000000677,38.0,32.0,34.0,3272.5,2877.0,3000.0
3418,2,750,2668.5,2755.2500731207956,0.3852000000000677,38.0,32.0,34.0,3272.5,2877.0,3000.0
3419,0,7050,2671.0,2756.5058479532163,0.38500000000006773,38.0,32.0,34.0,3272.5,2877.0,3000.0
3420,0,7200,2736.0,2757.8047354574687,0.38480000000006775,38.0,32.0,34.0,3272.5,2877.0,3000.0
3421,2,200,2732.0,2757.0572764465223,0.3846000000000678,38.0,32.0,34.0,3272.5,2877.0,3000.0
3422,3,1200,2671.0,2756.602395559451,0.3844000000000678,38.0,32.0,34.0,3272.5,2877.0,3000.0
3423,3,700,2676.0,2756.0017523364486,0.3842000000000678,38.0,32.0,34.0,3272.5,2877.0,3000.0
3424,0,6900,2738.0,2757.211678832117,0.38400000000006784,38.0,32.0,34.0,3272.5,2877.0,3000.0
3425,3,600,2668.0,2756.5820198482197,0.38380000000006786,38.0,32.0,34.0,3272.5,2877.0,3000.0
3426,2,1100,2617.0,2756.09862853808,0.3836000000000679,38.0,32.0,34.0,3272.5,2877.0,3000.0
3427,2,1250,2620.5,2755.659276546091,0.3834000000000679,38.0,32.0,34.0,3272.5,2877.0,3000.0
3428,0,6850,2682.0,2756.8533100029163,0.38320000000006793,38.0,32.0,34.0,3272.5,2877.0,3000.0
3429,0,6950,2743.5,2758.0758017492712,0.38300000000006795,38.0,32.0,34.0,3272.5,2877.0,3000.0
3430,2,200,2742.5,2757.330224424366,0.382800000000068,38.0,32.0,34.0,3272.5,2877.0,3000.0
3431,2,250,2734.0,2756.5996503496503,0.382600000000068,38.0,32.0,34.0,3272.5,2877.0,3000.0
3432,0,6850,2799.0,2757.7920186425868,0.382400000000068,38.0,32.0,34.0,3272.5,2877.0,3000.0
3433,0,7400,2868.0,2759.1438555620266,0.38220000000006804,38.0,32.0,34.0,3272.5,2877.0,3000.0
3434,3,1250,2807.5,2758.704512372635,0.38200000000006806,38.0,32.0,34.0,3272.5,2877.0,3000.0
3435,2,500,2749.0,2758.047147846333,0.3818000000000681,38.0,32.0,34.0,3272.5,2877.0,3000.0
3436,0,7150,2815.5,2759.3249927262145,0.3816000000000681,38.0,32.0,34.0,3272.5,2877.0,3000.0
3437,0,6900,2815.0,2760.5293775450846,0.38140000000006813,38.0,32.0,34.0,3272.5,2877.0,3000.0
3438,2,600,2819.0,2759.9011340505963,0.38120000000006815,38.0,32.0,34.0,3272.5,2877.0,3000.0
3439,0,7200,2883.0,2761.1918604651164,0.3810000000000682,38.0,32.0,34.0,3272.5,2877.0,3000.0
3440,0,6650,2882.5,2762.3219994187734,0.3808000000000682,38.0,32.0,34.0,3272.5,2877.0,3000.0
3441,3,650,2820.5,2761.708309122603,0.3806000000000682,38.0,32.0,34.0,3272.5,2877.0,3000.0
3442,3,900,2824.5,2761.167586407203,0.38040000000006824,38.0,32.0,34.0,3272.5,2877.0,3000.0
3443,3,800,2834.5,2760.5981416957025,0.38020000000006826,38.0,32.0,34.0,3272.5,2877.0,3000.0
3444,2,1050,2856.5,2760.1015965166907,0.3800000000000683,38.0,32.0,34.0,3272.5,2877.0,3000.0
3445,0,6950,2923.5,2761.31746952989,0.3798000000000683,38.0,32.0,34.0,3272.5,2877.0,3000.0
3446,0,6450,2984.5,2762.3875834058604,0.3796000000000683,38.0,32.0,34.0,3272.5,2877.0,3000.0
3447,3,600,2922.5,2761.7604408352668,0.37940000000006835,38.0,32.0,34.0,3272.5,2877.0,3000.0
3448,3,100,2918.5,2760.988692374601,0.37920000000006837,38.0,32.0,34.0,3272.5,2877.0,3000.0
3449,2,200,2851.5,2760.246376811594,0.3790000000000684,38.0,32.0,34.0,3272.5,2877.0,3000.0
3450,3,250,2842.0,2759.5189800057956,0.3788000000000684,38.0,32.0,34.0,3272.5,2877.0,3000.0
3451,0,6800,2910.0,2760.6894553881807,0.37860000000006844,38.0,32.0,34.0,3272.5,2877.0,3000.0
3452,3,950,2926.0,2760.165073848827,0.37840000000006846,38.0,32.0,34.0,3272.5,2877.0,3000.0
3453,0,6800,2990.0,2761.3346844238563,0.3782000000000685,38.0,32.0,34.0,3272.5,2877.0,3000.0
3454,2,700,2993.0,2760.738060781476,0.3780000000000685,38.0,32.0,34.0,3272.5,2877.0,3000.0
3455,3,650,2930.5,2760.127314814815,0.3778000000000685,38.0,32.0,34.0,3272.5,2877.0,3000.0
3456,2,1350,2939.5,2759.719409892971,0.37760000000006855,38.0,32.0,34.0,3272.5,2877.0,3000.0
3457,0,6950,2998.0,2760.931174089069,0.37740000000006857,38.0,32.0,34.0,3272.5,2877.0,3000.0
3458,0,6150,3053.0,2761.9109569239663,0.3772000000000686,38.0,32.0,34.0,3272.5,2877.0,3000.0
3459,2,550,2991.0,2761.271676300578,0.3770000000000686,38.0,32.0,34.0,3272.5,2877.0,3000.0
3460,2,850,2998.5,2760.7194452470385,0.37680000000006864,38.0,32.0,34.0,3272.5,2877.0,3000.0
3461,3,350,2931.0,2760.0231080300405,0.37660000000006866,38.0,32.0,34.0,3272.5,2877.0,3000.0
3462,0,7100,2932.0,2761.276349985562,0.3764000000000687,38.0,32.0,34.0,3272.5,2877.0,3000.0
3463,3,650,2875.5,2760.666859122402,0.3762000000000687,38.0,32.0,34.0,3272.5,2877.0,3000.0
3464,3,900,2814.0,2760.12987012987,0.3760000000000687,38.0,32.0,34.0,3272.5,2877.0,3000.0
3465,0,7200,2884.5,2761.410848240046,0.37580000000006875,38.0,32.0,34.0,3272.5,2877.0,3000.0
3466,3,850,2881.5,2760.859532737237,0.37560000000006877,38.0,32.0,34.0,3272.5,2877.0,3000.0
3467,0,6350,2875.5,2761.89446366782,0.3754000000000688,38.0,32.0,34.0,3272.5,2877.0,3000.0
3468,3,950,2875.5,2761.3721533583166,0.3752000000000688,38.0,32.0,34.0,3272.5,2877.0,3000.0
3469,3,750,2875.5,2760.792507204611,0.37500000000006883,38.0,32.0,34.0,3272.5,2877.0,3000.0
3470,0,7000,2944.0,2762.0138288677613,0.37480000000006886,38.0,32.0,34.0,3272.5,2877.0,3000.0
3471,0,7250,2954.0,2763.3064516129034,0.3746000000000689,38.0,32.0,34.0,3272.5,2877.0,3000.0
3472,0,6100,3012.0,2764.267204146271,0.3744000000000689,38.0,32.0,34.0,3272.5,2877.0,3000.0
3473,0,7100,3020.0,2765.5152561888312,0.3742000000000689,38.0,32.0,34.0,3272.5,2877.0,3000.0
3474,0,7100,3020.0,2766.7625899280574,0.37400000000006894,38.0,32.0,34.0,3272.5,2877.0,3000.0
3475,3,850,2959.0,2766.211162255466,0.37380000000006897,38.0,32.0,34.0,3272.5,2877.0,3000.0
3476,3,100,2898.5,2765.444348576359,0.373600000000069,38.0,32.0,34.0,3272.5,2877.0,3000.0
3477,2,850,2904.0,2764.8936170212764,0.373400000000069,38.0,32.0,34.0,3272.5,2877.0,3000.0
3478,0,6950,2899.0,2766.0965794768613,0.37320000000006903,38.0,32.0,34.0,3272.5,2877.0,3000.0
3479,3,550,2834.0,2765.4597701149423,0.37300000000006905,38.0,32.0,34.0,3272.5,2877.0,3000.0
3480,2,1300,2859.5,2765.038781959207,0.3728000000000691,38.0,32.0,34.0,3272.5,2877.0,3000.0
3481,2,1350,2875.5,2764.6323951751865,0.3726000000000691,38.0,32.0,34.0,3272.5,2877.0,3000.0
3482,2,-100,2869.0,2763.8099339649725,0.3724000000000691,38.0,32.0,34.0,3272.5,2877.0,3000.0
3483,0,7000,2867.5,2765.025832376579,0.37220000000006914,38.0,32.0,34.0,3272.5,2877.0,3000.0
3484,3,350,2868.0,2764.332855093257,0.37200000000006916,38.0,32.0,34.0,3272.5,2877.0,3000.0
3485,3,1100,2872.0,2763.855421686747,0.3718000000000692,38.0,32.0,34.0,3272.5,2877.0,3000.0
3486,2,450,2808.5,2763.191855463149,0.3716000000000692,38.0,32.0,34.0,3272.5,2877.0,3000.0
3487,3,1050,2808.5,2762.7006880733943,0.37140000000006923,38.0,32.0,34.0,3272.5,2877.0,3000.0
3488,3,700,2748.0,2762.1094869590142,0.37120000000006925,38.0,32.0,34.0,3272.5,2877.0,3000.0
3489,2,1000,2763.0,2761.6045845272206,0.3710000000000693,38.0,32.0,34.0,3272.5,2877.0,3000.0
3490,2,600,2696.5,2760.9853910054426,0.3708000000000693,38.0,32.0,34.0,3272.5,2877.0,3000.0
3491,0,7100,2761.0,2762.227949599084,0.3706000000000693,38.0,32.0,34.0,3272.5,2877.0,3000.0
3492,0,7100,2822.5,2763.46979673633,0.37040000000006934,38.0,32.0,34.0,3272.5,2877.0,3000.0
3493,3,1250,2766.0,2763.0366342301086,0.37020000000006936,38.0,32.0,34.0,3272.5,2877.0,3000.0
3494,2,-300,2750.5,2762.1602288984263,0.3700000000000694,38.0,32.0,34.0,3272.5,2877.0,3000.0
3495,2,950,2750.0,2761.641876430206,0.3698000000000694,38.0,32.0,34.0,3272.5,2877.0,3000.0
3496,0,6850,2818.0,2762.8109808407207,0.36960000000006943,38.0,32.0,34.0,3272.5,2877.0,3000.0
3497,2,1400,2828.0,2762.421383647799,0.36940000000006945,38.0,32.0,34.0,3272.5,2877.0,3000.0
3498,0,6700,2890.0,2763.5467276364675,0.3692000000000695,38.0,32.0,34.0,3272.5,2877.0,3000.0
3499,2,50,2826.5,2762.7714285714287,0.3690000000000695,38.0,32.0,34.0,3272.5,2877.0,3000.0
3500,3,300,2823.0,2762.067980576978,0.3688000000000695,48.0,26.0,28.999999999999996,4171.0,2368.5,2702.5
3501,2,-50,2813.5,2761.2649914334665,0.36860000000006954,48.0,26.0,28.999999999999996,4171.0,2368.5,2702.5
3502,2,750,2754.0,2760.6908364259207,0.36840000000006956,48.0,26.0,28.999999999999996,4171.0,2368.5,2702.5
3503,3,250,2757.5,2759.974315068493,0.3682000000000696,48.0,26.0,28.999999999999996,4171.0,2368.5,2702.5
3504,2,-250,2749.0,2759.1155492154066,0.3680000000000696,48.0,26.0,28.999999999999996,4171.0,2368.5,2702.5
3505,3,400,2754.5,2758.4426697090703,0.3678000000000696,48.0,26.0,28.999999999999996,4171.0,2368.5,2702.5
3506,0,6950,2819.0,2759.637867122897,0.36760000000006965,48.0,26.0,28.999999999999996,4171.0,2368.5,2702.5
3507,0,7000,2887.0,2760.846636259977,0.36740000000006967,48.0,26.0,28.999999999999996,4171.0,2368.5,2702.5
3508,0,6800,2956.0,2761.99772014819,0.3672000000000697,48.0,26.0,28.999999999999996,4171.0,2368.5,2702.5
3509,2,750,2962.5,2761.4245014245016,0.3670000000000697,48.0,26.0,28.999999999999996,4171.0,2368.5,2702.5
3510,0,7500,2966.0,2762.774138422102,0.36680000000006974,48.0,26.0,28.999999999999996,4171.0,2368.5,2702.5
3511,3,250,2958.0,2762.0586560364463,0.36660000000006976,48.0,26.0,28.999999999999996,4171.0,2368.5,2702.5
3512,0,6350,3022.5,2763.0799886137206,0.3664000000000698,48.0,26.0,28.999999999999996,4171.0,2368.5,2702.5
3513,2,50,2955.0,2762.3079112122937,0.3662000000000698,48.0,26.0,28.999999999999996,4171.0,2368.5,2702.5
3514,2,250,2962.0,2761.593172119488,0.3660000000000698,48.0,26.0,28.999999999999996,4171.0,2368.5,2702.5
3515,0,6150,3016.0,2762.5568828213877,0.36580000000006985,48.0,26.0,28.999999999999996,4171.0,2368.5,2702.5
3516,2,700,3018.5,2761.97042934319,0.36560000000006987,48.0,26.0,28.999999999999996,4171.0,2368.5,2702.5
3517,0,6400,3008.0,2763.0045480386584,0.3654000000000699,48.0,26.0,28.999999999999996,4171.0,2368.5,2702.5
3518,2,950,3010.0,2762.489343563512,0.3652000000000699,48.0,26.0,28.999999999999996,4171.0,2368.5,2702.5
3519,3,750,2947.0,2761.9176136363635,0.36500000000006994,48.0,26.0,28.999999999999996,4171.0,2368.5,2702.5
3520,2,500,2880.0,2761.275205907413,0.36480000000006996,48.0,26.0,28.999999999999996,4171.0,2368.5,2702.5
3521,2,950,2887.5,2760.7609312890404,0.36460000000007,48.0,26.0,28.999999999999996,4171.0,2368.5,2702.5
3522,0,7250,2948.0,2762.0351972750495,0.36440000000007,48.0,26.0,28.999999999999996,4171.0,2368.5,2702.5
3523,2,50,2941.5,2761.2656072644722,0.36420000000007,48.0,26.0,28.999999999999996,4171.0,2368.5,2702.5
3524,2,600,2878.5,2760.6524822695037,0.36400000000007005,48.0,26.0,28.999999999999996,4171.0,2368.5,2702.5
3525,0,7100,2943.5,2761.8831537152582,0.36380000000007007,48.0,26.0,28.999999999999996,4171.0,2368.5,2702.5
3526,0,6500,2997.5,2762.943011057556,0.3636000000000701,48.0,26.0,28.999999999999996,4171.0,2368.5,2702.5
3527,3,1500,3000.0,2762.5850340136053,0.3634000000000701,48.0,26.0,28.999999999999996,4171.0,2368.5,2702.5
3528,3,350,2935.0,2761.9013884953247,0.36320000000007013,48.0,26.0,28.999999999999996,4171.0,2368.5,2702.5
3529,3,100,2866.5,2761.1473087818695,0.36300000000007016,48.0,26.0,28.999999999999996,4171.0,2368.5,2702.5
3530,2,250,2867.0,2760.436137071651,0.3628000000000702,48.0,26.0,28.999999999999996,4171.0,2368.5,2702.5
3531,3,900,2873.5,2759.9093997734994,0.3626000000000702,48.0,26.0,28.999999999999996,4171.0,2368.5,2702.5
3532,3,750,2812.5,2759.3405038211154,0.3624000000000702,48.0,26.0,28.999999999999996,4171.0,2368.5,2702.5
3533,0,6650,2805.0,2760.44142614601,0.36220000000007024,48.0,26.0,28.999999999999996,4171.0,2368.5,2702.5
3534,3,450,2797.0,2759.7878359264496,0.36200000000007027,48.0,26.0,28.999999999999996,4171.0,2368.5,2702.5
3535,0,7200,2864.0,2761.043552036199,0.3618000000000703,48.0,26.0,28.999999999999996,4171.0,2368.5,2702.5
3536,0,7000,2862.5,2762.242013005372,0.3616000000000703,48.0,26.0,28.999999999999996,4171.0,2368.5,2702.5
3537,2,750,2801.0,2761.6732617297907,0.36140000000007033,48.0,26.0,28.999999999999996,4171.0,2368.5,2702.5
3538,3,700,2802.0,2761.0907035885843,0.36120000000007035,48.0,26.0,28.999999999999996,4171.0,2368.5,2702.5
3539,0,6800,2798.0,2762.231638418079,0.3610000000000704,48.0,26.0,28.999999999999996,4171.0,2368.5,2702.5
3540,0,6850,2800.0,2763.3860491386613,0.3608000000000704,48.0,26.0,28.999999999999996,4171.0,2368.5,2702.5
3541,3,850,2802.0,2762.8458498023715,0.3606000000000704,48.0,26.0,28.999999999999996,4171.0,2368.5,2702.5
3542,0,6700,2860.0,2763.9570985040928,0.36040000000007044,48.0,26.0,28.999999999999996,4171.0,2368.5,2702.5
3543,0,6600,2918.0,2765.0395033860045,0.36020000000007046,48.0,26.0,28.999999999999996,4171.0,2368.5,2702.5
3544,0,6700,2974.5,2766.1495063469674,0.3600000000000705,48.0,26.0,28.999999999999996,4171.0,2368.5,2702.5
3545,0,6800,2973.0,2767.287084038353,0.3598000000000705,48.0,26.0,28.999999999999996,4171.0,2368.5,2702.5
3546,0,6850,2977.0,2768.4381167183537,0.35960000000007053,48.0,26.0,28.999999999999996,4171.0,2368.5,2702.5
3547,0,6300,3034.0,2769.4334836527623,0.35940000000007055,48.0,26.0,28.999999999999996,4171.0,2368.5,2702.5
3548,2,950,3042.5,2768.9208227669765,0.3592000000000706,48.0,26.0,28.999999999999996,4171.0,2368.5,2702.5
3549,0,6900,3109.5,2770.0845070422533,0.3590000000000706,48.0,26.0,28.999999999999996,4171.0,2368.5,2702.5
3550,2,400,3111.0,2769.4170656153196,0.3588000000000706,48.0,26.0,28.999999999999996,4171.0,2368.5,2702.5
3551,2,1000,3053.0,2768.9189189189187,0.35860000000007064,48.0,26.0,28.999999999999996,4171.0,2368.5,2702.5
3552,3,700,3050.5,2768.336616943428,0.35840000000007066,48.0,26.0,28.999999999999996,4171.0,2368.5,2702.5
3553,2,1400,2996.5,2767.9516038266743,0.3582000000000707,48.0,26.0,28.999999999999996,4171.0,2368.5,2702.5
3554,3,550,2995.0,2767.32770745429,0.3580000000000707,48.0,26.0,28.999999999999996,4171.0,2368.5,2702.5
3555,0,7100,3059.5,2768.546119235096,0.35780000000007073,48.0,26.0,28.999999999999996,4171.0,2368.5,2702.5
3556,2,-850,3037.5,2767.5288164183303,0.35760000000007075,48.0,26.0,28.999999999999996,4171.0,2368.5,2702.5
3557,3,200,2970.0,2766.807195053401,0.35740000000007077,48.0,26.0,28.999999999999996,4171.0,2368.5,2702.5
3558,0,7200,2980.5,2768.0528238269176,0.3572000000000708,48.0,26.0,28.999999999999996,4171.0,2368.5,2702.5
3559,0,6950,3044.5,2769.2275280898875,0.3570000000000708,48.0,26.0,28.999999999999996,4171.0,2368.5,2702.5
3560,3,1300,3049.0,2768.8149396237013,0.35680000000007084,48.0,26.0,28.999999999999996,4171.0,2368.5,2702.5
3561,0,7000,3115.5,2770.0028074115667,0.35660000000007086,48.0,26.0,28.999999999999996,4171.0,2368.5,2702.5
3562,3,650,3051.0,2769.407802413696,0.3564000000000709,48.0,26.0,28.999999999999996,4171.0,2368.5,2702.5
3563,0,7250,3117.0,2770.6649831649834,0.3562000000000709,48.0,26.0,28.999999999999996,4171.0,2368.5,2702.5
3564,2,1000,3118.0,2770.1683029453015,0.3560000000000709,48.0,26.0,28.999999999999996,4171.0,2368.5,2702.5
3565,0,6900,3115.0,2771.3264161525517,0.35580000000007095,48.0,26.0,28.999999999999996,4171.0,2368.5,2702.5
3566,3,1100,3117.5,2770.8578637510514,0.35560000000007097,48.0,26.0,28.999999999999996,4171.0,2368.5,2702.5
3567,0,6950,3123.5,2772.0291479820626,0.355400000000071,48.0,26.0,28.999999999999996,4171.0,2368.5,2702.5
3568,2,950,3123.5,2771.5186326702155,0.355200000000071,48.0,26.0,28.999999999999996,4171.0,2368.5,2702.5
3569,2,300,3119.0,2770.826330532213,0.35500000000007104,48.0,26.0,28.999999999999996,4171.0,2368.5,2702.5
3570,3,250,3051.5,2770.1204144497337,0.35480000000007106,48.0,26.0,28.999999999999996,4171.0,2368.5,2702.5
3571,0,7450,3053.5,2771.4305711086226,0.3546000000000711,48.0,26.0,28.999999999999996,4171.0,2368.5,2702.5
3572,2,250,2995.0,2770.724881052337,0.3544000000000711,48.0,26.0,28.999999999999996,4171.0,2368.5,2702.5
3573,3,1150,2935.5,2770.271404588696,0.3542000000000711,48.0,26.0,28.999999999999996,4171.0,2368.5,2702.5
3574,0,7500,2939.5,2771.5944055944055,0.35400000000007115,48.0,26.0,28.999999999999996,4171.0,2368.5,2702.5
3575,2,650,2937.5,2771.001118568233,0.35380000000007117,48.0,26.0,28.999999999999996,4171.0,2368.5,2702.5
3576,2,800,2944.5,2770.450097847358,0.3536000000000712,48.0,26.0,28.999999999999996,4171.0,2368.5,2702.5
3577,2,700,2943.0,2769.8714365567357,0.3534000000000712,48.0,26.0,28.999999999999996,4171.0,2368.5,2702.5
3578,2,450,2878.0,2769.22324671696,0.35320000000007123,48.0,26.0,28.999999999999996,4171.0,2368.5,2702.5
3579,3,-50,2872.0,2768.435754189944,0.35300000000007126,48.0,26.0,28.999999999999996,4171.0,2368.5,2702.5
3580,0,6550,2924.5,2769.491762077632,0.3528000000000713,48.0,26.0,28.999999999999996,4171.0,2368.5,2702.5
3581,0,6850,2979.5,2770.6309324399776,0.3526000000000713,48.0,26.0,28.999999999999996,4171.0,2368.5,2702.5
3582,3,1050,2991.0,2770.150711694111,0.3524000000000713,48.0,26.0,28.999999999999996,4171.0,2368.5,2702.5
3583,2,100,2922.0,2769.405691964286,0.35220000000007134,48.0,26.0,28.999999999999996,4171.0,2368.5,2702.5
3584,2,1500,2933.5,2769.0516039051604,0.35200000000007137,48.0,26.0,28.999999999999996,4171.0,2368.5,2702.5
3585,3,550,2928.0,2768.4327941996653,0.3518000000000714,48.0,26.0,28.999999999999996,4171.0,2368.5,2702.5
3586,0,7150,2995.0,2769.6543072205186,0.3516000000000714,48.0,26.0,28.999999999999996,4171.0,2368.5,2702.5
3587,3,750,2992.0,2769.0914158305463,0.35140000000007143,48.0,26.0,28.999999999999996,4171.0,2368.5,2702.5
3588,2,700,2992.0,2768.5149066592367,0.35120000000007146,48.0,26.0,28.999999999999996,4171.0,2368.5,2702.5
3589,3,900,2991.0,2767.9944289693594,0.3510000000000715,48.0,26.0,28.999999999999996,4171.0,2368.5,2702.5
