number_of_game,winner,cur_reward,avg100_reward,avgall_reward,epsilon 
1158,1,-100,2311.0,2027.351164797239,0.8304000000000187
1159,3,50,2306.0,2025.646551724138,0.8302000000000187
1160,1,750,2319.0,2024.5478036175712,0.8300000000000187
1161,2,550,2316.5,2023.2788296041308,0.8298000000000187
1162,0,7350,2325.0,2027.858985382631,0.8296000000000188
1163,0,7500,2328.0,2032.5601374570447,0.8294000000000188
1164,2,650,2265.5,2031.37339055794,0.8292000000000188
1165,3,650,2207.0,2030.188679245283,0.8290000000000188
1166,0,7550,2277.0,2034.9185946872321,0.8288000000000189
1167,2,750,2278.5,2033.8184931506848,0.8286000000000189
1168,3,500,2274.5,2032.5064157399486,0.8284000000000189
1169,3,250,2207.5,2030.982905982906,0.8282000000000189
1170,3,750,2209.5,2029.8889837745517,0.8280000000000189
1171,2,-400,2137.0,2027.8156996587031,0.827800000000019
1172,3,-900,2121.5,2025.3196930946292,0.827600000000019
1173,0,7450,2198.0,2029.9403747870529,0.827400000000019
1174,1,600,2136.0,2028.723404255319,0.827200000000019
1175,0,7100,2135.5,2033.0357142857142,0.827000000000019
1176,0,6400,2198.0,2036.7459643160578,0.8268000000000191
1177,3,600,2203.0,2035.5263157894738,0.8266000000000191
1178,3,-500,2202.5,2033.375742154368,0.8264000000000191
1179,1,900,2205.0,2032.415254237288,0.8262000000000191
1180,0,7050,2286.5,2036.6638441998307,0.8260000000000192
1181,2,150,2277.0,2035.067681895093,0.8258000000000192
1182,2,550,2274.5,2033.812341504649,0.8256000000000192
1183,0,7250,2350.5,2038.2179054054054,0.8254000000000192
1184,2,1000,2353.0,2037.3417721518988,0.8252000000000193
1185,2,-150,2352.5,2035.4974704890387,0.8250000000000193
1186,3,700,2356.5,2034.3723673125526,0.8248000000000193
1187,3,-550,2344.5,2032.1969696969697,0.8246000000000193
1188,1,1450,2343.0,2031.7073170731708,0.8244000000000193
1189,2,1500,2288.5,2031.2605042016808,0.8242000000000194
1190,0,6100,2280.5,2034.6767422334174,0.8240000000000194
1191,3,50,2274.5,2033.0117449664428,0.8238000000000194
1192,2,-100,2200.0,2031.2238055322716,0.8236000000000194
1193,1,100,2133.5,2029.606365159129,0.8234000000000194
1194,3,100,2069.0,2027.991631799163,0.8232000000000195
1195,3,50,2069.0,2026.3377926421404,0.8230000000000195
1196,2,1100,2078.5,2025.563909774436,0.8228000000000195
1197,1,1350,2087.0,2025.0,0.8226000000000195
1198,1,700,2088.0,2023.8949124270225,0.8224000000000196
1199,2,1050,2089.0,2023.0833333333333,0.8222000000000196
1200,2,800,2097.5,2022.0649458784346,0.8220000000000196
1201,2,800,2034.5,2021.0482529118137,0.8218000000000196
1202,2,600,2037.0,2019.8669991687448,0.8216000000000196
1203,3,650,1969.0,2018.7292358803986,0.8214000000000197
1204,1,950,1971.0,2017.8423236514523,0.8212000000000197
1205,1,150,1970.0,2016.2935323383085,0.8210000000000197
1206,0,6800,2030.0,2020.2568351284176,0.8208000000000197
1207,0,6850,2106.0,2024.2549668874171,0.8206000000000198
1208,2,1300,2110.5,2023.6559139784947,0.8204000000000198
1209,2,800,2119.5,2022.6446280991736,0.8202000000000198
1210,1,700,2051.5,2021.552436003303,0.8200000000000198
1211,2,950,2055.0,2020.6683168316831,0.8198000000000198
1212,3,500,2061.5,2019.4146743610881,0.8196000000000199
1213,0,6700,2119.0,2023.2701812191103,0.8194000000000199
1214,3,1150,2061.5,2022.5514403292182,0.8192000000000199
1215,3,550,2060.0,2021.3404605263158,0.8190000000000199
1216,2,-350,2045.5,2019.391947411668,0.81880000000002
1217,2,-100,2033.0,2017.6518883415436,0.81860000000002
1218,0,6850,2091.5,2021.6160787530762,0.81840000000002
1219,0,6750,2090.5,2025.4918032786886,0.81820000000002
1220,2,350,2024.5,2024.119574119574,0.81800000000002
1221,2,1150,2029.0,2023.404255319149,0.8178000000000201
1222,0,7500,2035.5,2027.8822567457073,0.8176000000000201
1223,2,250,2027.0,2026.4297385620914,0.8174000000000201
1224,3,-250,2018.5,2024.5714285714287,0.8172000000000201
1225,1,1050,1958.5,2023.7765089722675,0.8170000000000202
1226,2,900,1969.5,2022.8606356968214,0.8168000000000202
1227,1,200,1903.0,2021.3762214983713,0.8166000000000202
1228,3,-850,1887.5,2019.039869812856,0.8164000000000202
1229,0,7600,1957.0,2023.5772357723577,0.8162000000000202
1230,1,-650,1886.5,2021.4053614947197,0.8160000000000203
1231,3,1050,1828.0,2020.6168831168832,0.8158000000000203
1232,1,500,1823.0,2019.3836171938362,0.8156000000000203
1233,0,6800,1887.5,2023.257698541329,0.8154000000000203
1234,3,650,1887.0,2022.1457489878542,0.8152000000000204
1235,2,1200,1830.0,2021.4805825242718,0.8150000000000204
1236,3,1550,1851.5,2021.099434114794,0.8148000000000204
1237,2,800,1853.5,2020.1130856219709,0.8146000000000204
1238,2,600,1847.0,2018.9669087974173,0.8144000000000204
1239,2,-1000,1830.5,2016.532258064516,0.8142000000000205
1240,1,1000,1771.5,2015.713134568896,0.8140000000000205
1241,1,1200,1774.5,2015.0563607085346,0.8138000000000205
1242,3,450,1779.0,2013.7972646822204,0.8136000000000205
1243,2,50,1776.0,2012.218649517685,0.8134000000000206
1244,2,800,1784.0,2011.2449799196788,0.8132000000000206
1245,3,-500,1772.5,2009.2295345104335,0.8130000000000206
1246,1,650,1712.0,2008.139534883721,0.8128000000000206
1247,3,-50,1706.0,2006.4903846153845,0.8126000000000206
1248,1,250,1648.0,2005.0840672538031,0.8124000000000207
1249,0,7350,1717.0,2009.36,0.8122000000000207
1250,0,6750,1769.5,2013.1494804156675,0.8120000000000207
1251,1,900,1771.0,2012.2603833865815,0.8118000000000207
1252,1,1300,1782.0,2011.6919393455705,0.8116000000000207
1253,3,1050,1799.5,2010.9250398724082,0.8114000000000208
1254,0,8300,1877.5,2015.9362549800796,0.8112000000000208
1255,1,1100,1819.5,2015.2070063694268,0.8110000000000208
1256,1,650,1824.0,2014.12092283214,0.8108000000000208
1257,1,-450,1815.0,2012.162162162162,0.8106000000000209
1258,3,-200,1814.0,2010.4050833995234,0.8104000000000209
1259,2,400,1817.5,2009.126984126984,0.8102000000000209
1260,2,650,1816.5,2008.0491673275178,0.8100000000000209
1261,1,1100,1822.0,2007.3296354992076,0.809800000000021
1262,2,950,1758.0,2006.492478226445,0.809600000000021
1263,3,900,1692.0,2005.617088607595,0.809400000000021
1264,0,7350,1759.0,2009.8418972332015,0.809200000000021
1265,2,-950,1743.0,2007.5039494470775,0.809000000000021
1266,3,1200,1679.5,2006.8666140489345,0.8088000000000211
1267,2,300,1675.0,2005.5205047318611,0.8086000000000211
1268,2,850,1678.5,2004.6099290780141,0.8084000000000211
1269,1,1100,1687.0,2003.8976377952756,0.8082000000000211
1270,2,650,1686.0,2002.8324154209283,0.8080000000000211
1271,3,-300,1687.0,2001.0220125786163,0.8078000000000212
1272,2,1250,1708.5,2000.432050274941,0.8076000000000212
1273,2,700,1641.0,1999.4113029827315,0.8074000000000212
1274,0,6800,1703.0,2003.1764705882354,0.8072000000000212
1275,0,6850,1700.5,2006.974921630094,0.8070000000000213
1276,1,950,1646.0,2006.147220046985,0.8068000000000213
1277,2,600,1646.0,2005.0469483568074,0.8066000000000213
1278,3,350,1654.5,2003.7529319781079,0.8064000000000213
1279,2,250,1648.0,2002.3828125,0.8062000000000213
1280,2,600,1583.5,2001.288056206089,0.8060000000000214
1281,2,800,1590.0,2000.3510140405617,0.8058000000000214
1282,2,50,1585.0,1998.8308651597818,0.8056000000000214
1283,0,7000,1582.5,2002.7258566978194,0.8054000000000214
1284,2,650,1579.0,2001.6731517509727,0.8052000000000215
1285,1,-50,1580.0,2000.0777604976672,0.8050000000000215
1286,3,950,1582.5,1999.2618492618492,0.8048000000000215
1287,2,400,1592.0,1998.0201863354037,0.8046000000000215
1288,1,1350,1591.0,1997.5174553917766,0.8044000000000215
1289,1,850,1584.5,1996.6279069767443,0.8042000000000216
1290,3,1200,1535.5,1996.010844306739,0.8040000000000216
1291,3,300,1538.0,1994.6981424148607,0.8038000000000216
1292,0,7300,1612.0,1998.801237432328,0.8036000000000216
1293,1,650,1617.5,1997.7588871715611,0.8034000000000217
1294,0,6400,1680.5,2001.1583011583011,0.8032000000000217
1295,0,6950,1749.5,2004.976851851852,0.8030000000000217
1296,3,50,1739.0,2003.4695451040864,0.8028000000000217
1297,1,100,1726.5,2002.0030816640985,0.8026000000000217
1298,0,6800,1787.5,2005.696689761355,0.8024000000000218
1299,3,0,1777.0,2004.1538461538462,0.8022000000000218
1300,3,-150,1767.5,2002.4980784012298,0.8020000000000218
1301,2,1900,1778.5,2002.4193548387098,0.8018000000000218
1302,1,200,1774.5,2001.0360706062932,0.8016000000000219
1303,1,700,1775.0,2000.0383435582821,0.8014000000000219
1304,2,-300,1762.5,1998.2758620689656,0.8012000000000219
1305,0,7350,1834.5,2002.373660030628,0.8010000000000219
1306,3,600,1772.5,2001.300688599847,0.8008000000000219
1307,3,250,1706.5,1999.961773700306,0.800600000000022
1308,0,6800,1761.5,2003.6287242169594,0.800400000000022
1309,1,750,1761.0,2002.671755725191,0.800200000000022
1310,1,400,1758.0,2001.4492753623188,0.800000000000022
1311,2,0,1748.5,1999.9237804878048,0.799800000000022
1312,0,7150,1815.0,2003.8461538461538,0.7996000000000221
1313,2,1100,1759.0,2003.158295281583,0.7994000000000221
1314,3,800,1755.5,2002.2433460076045,0.7992000000000221
1315,0,7650,1826.5,2006.534954407295,0.7990000000000221
1316,1,450,1834.5,2005.3530751708429,0.7988000000000222
1317,3,850,1844.0,2004.4764795144158,0.7986000000000222
1318,1,-400,1771.5,2002.6535253980287,0.7984000000000222
1319,0,6700,1771.0,2006.2121212121212,0.7982000000000222
1320,0,6800,1835.5,2009.8410295230885,0.7980000000000222
1321,0,7150,1895.5,2013.7291981845688,0.7978000000000223
1322,1,-150,1819.0,2012.0937263794406,0.7976000000000223
1323,2,1400,1830.5,2011.631419939577,0.7974000000000223
1324,0,6300,1896.0,2014.867924528302,0.7972000000000223
1325,1,1450,1900.0,2014.441930618401,0.7970000000000224
1326,1,600,1897.0,2013.3760361718162,0.7968000000000224
1327,3,1100,1906.0,2012.688253012048,0.7966000000000224
1328,1,50,1915.0,2011.211437170805,0.7964000000000224
1329,1,700,1846.0,2010.2255639097743,0.7962000000000224
1330,2,850,1861.0,2009.3538692712245,0.7960000000000225
1331,3,150,1852.0,2007.957957957958,0.7958000000000225
1332,0,6850,1915.5,2011.5903975994,0.7956000000000225
1333,2,950,1857.0,2010.7946026986506,0.7954000000000225
1334,1,350,1854.0,2009.5505617977528,0.7952000000000226
1335,3,350,1845.5,2008.3083832335328,0.7950000000000226
1336,3,0,1830.0,2006.806282722513,0.7948000000000226
1337,2,1000,1832.0,2006.053811659193,0.7946000000000226
1338,3,200,1828.0,2004.70500373413,0.7944000000000226
1339,2,950,1847.5,2003.9179104477612,0.7942000000000227
1340,1,400,1841.5,2002.7218493661446,0.7940000000000227
1341,2,-550,1824.0,2000.8196721311476,0.7938000000000227
1342,0,6550,1885.0,2004.2069992553984,0.7936000000000227
1343,0,7100,1955.5,2007.998511904762,0.7934000000000228
1344,0,7550,2023.0,2012.1189591078066,0.7932000000000228
1345,3,1500,2043.0,2011.738484398217,0.7930000000000228
1346,3,350,2040.0,2010.504825538233,0.7928000000000228
1347,0,6950,2110.0,2014.1691394658753,0.7926000000000228
1348,0,7300,2180.5,2018.0874722016308,0.7924000000000229
1349,2,50,2107.5,2016.6296296296296,0.7922000000000229
1350,1,1050,2050.5,2015.9141376757957,0.7920000000000229
1351,1,750,2049.0,2014.9778106508875,0.7918000000000229
1352,3,0,2036.0,2013.4885439763489,0.791600000000023
1353,2,-2300,2002.5,2010.3028064992614,0.791400000000023
1354,1,350,1923.0,2009.0774907749078,0.791200000000023
1355,0,7100,1983.0,2012.8318584070796,0.791000000000023
1356,2,200,1978.5,2011.4959469417834,0.790800000000023
1357,2,-200,1981.0,2009.8674521354933,0.7906000000000231
1358,0,7100,2054.0,2013.6129506990435,0.7904000000000231
1359,0,6800,2118.0,2017.1323529411766,0.7902000000000231
1360,2,900,2120.5,2016.311535635562,0.7900000000000231
1361,0,7150,2181.0,2020.0807635829663,0.7898000000000232
1362,1,800,2179.5,2019.1856199559795,0.7896000000000232
1363,3,850,2179.0,2018.3284457478005,0.7894000000000232
1364,1,600,2111.5,2017.2893772893774,0.7892000000000232
1365,1,500,2126.0,2016.1786237188874,0.7890000000000232
1366,3,600,2120.0,2015.1426481346014,0.7888000000000233
1367,1,-550,2111.5,2013.267543859649,0.7886000000000233
1368,3,1000,2113.0,2012.527392257122,0.7884000000000233
1369,1,-350,2098.5,2010.802919708029,0.7882000000000233
1370,2,50,2092.5,2009.3727206418673,0.7880000000000233
1371,1,500,2100.5,2008.2725947521865,0.7878000000000234
1372,1,250,2090.5,2006.9919883466862,0.7876000000000234
1373,2,1150,2095.0,2006.36826783115,0.7874000000000234
1374,1,50,2027.5,2004.9454545454546,0.7872000000000234
1375,3,900,1968.0,2004.1424418604652,0.7870000000000235
1376,3,50,1959.0,2002.723311546841,0.7868000000000235
1377,3,850,1961.5,2001.8867924528302,0.7866000000000235
1378,2,-50,1957.5,2000.3988397389412,0.7864000000000235
1379,2,650,1961.5,1999.4202898550725,0.7862000000000235
1380,1,400,1959.5,1998.262128892107,0.7860000000000236
1381,3,250,1954.0,1996.9971056439942,0.7858000000000236
1382,3,750,1961.0,1996.0954446854664,0.7856000000000236
1383,2,200,1893.0,1994.7976878612717,0.7854000000000236
1384,0,7450,1961.0,1998.7364620938629,0.7852000000000237
1385,3,600,1967.5,1997.7272727272727,0.7850000000000237
1386,3,650,1964.5,1996.7555875991347,0.7848000000000237
1387,1,400,1964.5,1995.6051873198846,0.7846000000000237
1388,0,7050,2021.5,1999.244060475162,0.7844000000000237
1389,0,6800,2081.0,2002.6978417266187,0.7842000000000238
1390,0,7450,2143.5,2006.6139468008628,0.7840000000000238
1391,0,7200,2212.5,2010.344827586207,0.7838000000000238
1392,3,100,2140.5,2008.9734386216799,0.7836000000000238
1393,3,200,2136.0,2007.6757532281206,0.7834000000000239
1394,3,-200,2070.0,2006.0931899641578,0.7832000000000239
1395,1,1150,2012.0,2005.4799426934098,0.7830000000000239
1396,0,6800,2079.5,2008.9119541875448,0.7828000000000239
1397,2,-800,2070.5,2006.9027181688125,0.7826000000000239
1398,1,900,2011.5,2006.1115082201572,0.782400000000024
1399,1,350,2015.0,2004.9285714285713,0.782200000000024
1400,3,100,2017.5,2003.5688793718773,0.782000000000024
1401,1,0,1998.5,2002.1398002853066,0.781800000000024
1402,3,850,2005.0,2001.3186029935853,0.781600000000024
1403,3,750,2005.5,2000.4273504273503,0.7814000000000241
1404,1,750,2016.0,1999.5373665480427,0.7812000000000241
1405,1,900,1951.5,1998.75533428165,0.7810000000000241
1406,3,-700,1938.5,1996.8372423596304,0.7808000000000241
1407,1,-700,1929.0,1994.921875,0.7806000000000242
1408,1,650,1867.5,1993.9673527324344,0.7804000000000242
1409,1,-150,1858.5,1992.4468085106382,0.7802000000000242
1410,0,6850,1923.0,1995.8894401133948,0.7800000000000242
1411,2,1000,1933.0,1995.184135977337,0.7798000000000243
1412,0,6450,1926.0,1998.336871903751,0.7796000000000243
1413,1,800,1923.0,1997.4893917963225,0.7794000000000243
1414,3,1050,1925.5,1996.8197879858658,0.7792000000000243
1415,1,-600,1843.0,1994.9858757062148,0.7790000000000243
1416,2,400,1842.5,1993.8602681721948,0.7788000000000244
1417,0,7150,1905.5,1997.4964739069112,0.7786000000000244
1418,0,7150,1981.0,2001.1275546159268,0.7784000000000244
1419,0,6200,1976.0,2004.0845070422536,0.7782000000000244
1420,1,200,1910.0,2002.8149190710767,0.7780000000000244
1421,1,950,1848.0,2002.0745428973278,0.7778000000000245
1422,3,1200,1861.5,2001.5108924806746,0.7776000000000245
1423,0,7450,1922.0,2005.3370786516855,0.7774000000000245
1424,1,1150,1870.5,2004.7368421052631,0.7772000000000245
1425,3,950,1865.5,2003.9971949509115,0.7770000000000246
1426,2,800,1867.5,2003.1534688156974,0.7768000000000246
1427,0,5900,1915.5,2005.8823529411766,0.7766000000000246
1428,1,1550,1930.5,2005.5633310006997,0.7764000000000246
1429,3,600,1929.5,2004.5804195804196,0.7762000000000246
1430,3,550,1926.5,2003.5639412997903,0.7760000000000247
1431,3,750,1932.5,2002.6885474860335,0.7758000000000247
1432,1,1150,1875.5,2002.0935101186321,0.7756000000000247
1433,1,750,1873.5,2001.2203626220362,0.7754000000000247
1434,3,950,1879.5,2000.4878048780488,0.7752000000000248
1435,2,350,1879.5,1999.3384401114206,0.7750000000000248
1436,1,900,1888.5,1998.5734168406402,0.7748000000000248
1437,2,-300,1875.5,1996.9749652294854,0.7746000000000248
1438,3,-150,1872.0,1995.4829742876998,0.7744000000000248
1439,3,1000,1872.5,1994.7916666666667,0.7742000000000249
1440,2,200,1870.5,1993.5461485079807,0.7740000000000249
1441,2,550,1881.5,1992.5450762829403,0.7738000000000249
1442,3,-100,1815.0,1991.094941094941,0.7736000000000249
1443,0,6350,1807.5,1994.1135734072022,0.773400000000025
1444,3,100,1733.0,1992.80276816609,0.773200000000025
1445,2,50,1718.5,1991.4591977869986,0.773000000000025
1446,1,1000,1725.0,1990.77401520387,0.772800000000025
1447,3,750,1663.0,1989.9171270718232,0.772600000000025
1448,2,550,1595.5,1988.9233954451345,0.7724000000000251
1449,0,6850,1663.5,1992.2758620689656,0.7722000000000251
1450,0,6100,1714.0,1995.106822880772,0.7720000000000251
1451,3,750,1714.0,1994.249311294766,0.7718000000000251
1452,3,450,1718.5,1993.1865106675843,0.7716000000000252
1453,1,250,1744.0,1991.9876203576341,0.7714000000000252
1454,2,50,1741.0,1990.6529209621992,0.7712000000000252
1455,3,1000,1680.0,1989.9725274725274,0.7710000000000252
1456,1,-450,1673.5,1988.2978723404256,0.7708000000000252
1457,1,650,1682.0,1987.3799725651577,0.7706000000000253
1458,1,-400,1607.0,1985.743660041124,0.7704000000000253
1459,0,7200,1611.0,1989.3150684931506,0.7702000000000253
1460,1,650,1608.5,1988.3983572895277,0.7700000000000253
1461,3,1150,1548.5,1987.8248974008209,0.7698000000000254
1462,2,600,1546.5,1986.8762816131236,0.7696000000000254
1463,1,50,1538.5,1985.5532786885246,0.7694000000000254
1464,1,200,1534.5,1984.334470989761,0.7692000000000254
1465,3,900,1538.5,1983.5948158253752,0.7690000000000254
1466,3,1300,1545.5,1983.1288343558283,0.7688000000000255
1467,2,650,1557.5,1982.2207084468664,0.7686000000000255
1468,2,400,1551.5,1981.143635125936,0.7684000000000255
1469,2,300,1558.0,1980.0,0.7682000000000255
1470,3,500,1562.5,1978.9938817131203,0.7680000000000256
1471,0,6500,1622.5,1982.0652173913043,0.7678000000000256
1472,0,7100,1691.0,1985.539714867617,0.7676000000000256
1473,2,500,1684.5,1984.5318860244233,0.7674000000000256
1474,1,650,1690.5,1983.6271186440679,0.7672000000000256
1475,2,1000,1691.5,1982.9607046070462,0.7670000000000257
1476,1,750,1698.5,1982.1259309410968,0.7668000000000257
1477,3,150,1691.5,1980.8863328822733,0.7666000000000257
1478,3,850,1700.5,1980.1217038539553,0.7664000000000257
1479,0,5950,1753.5,1982.804054054054,0.7662000000000257
1480,1,1000,1759.5,1982.1404456448345,0.7660000000000258
1481,0,6900,1826.0,1985.4588394062077,0.7658000000000258
1482,0,6850,1887.0,1988.7390424814564,0.7656000000000258
1483,2,650,1891.5,1987.8369272237196,0.7654000000000258
1484,2,1150,1828.5,1987.2727272727273,0.7652000000000259
1485,0,6700,1889.5,1990.4441453566621,0.7650000000000259
1486,0,7300,1956.0,1994.0147948890383,0.7648000000000259
1487,3,-700,1945.0,1992.2043010752689,0.7646000000000259
1488,2,850,1883.0,1991.4372061786435,0.764400000000026
1489,0,6550,1880.5,1994.496644295302,0.764200000000026
1490,3,200,1808.0,1993.2930918846412,0.764000000000026
1491,3,850,1744.5,1992.5268096514744,0.763800000000026
1492,2,1150,1755.0,1991.9624916275955,0.763600000000026
1493,0,6700,1820.0,1995.1137884872824,0.7634000000000261
1494,2,1050,1832.5,1994.4816053511706,0.7632000000000261
1495,3,500,1826.0,1993.4826203208556,0.7630000000000261
1496,1,200,1760.0,1992.2845691382765,0.7628000000000261
1497,2,700,1775.0,1991.4218958611482,0.7626000000000261
1498,1,1150,1777.5,1990.8605737158105,0.7624000000000262
1499,0,7200,1846.0,1994.3333333333333,0.7622000000000262
1500,1,1200,1857.0,1993.8041305796137,0.7620000000000262
1501,0,7100,1928.0,1997.2037283621837,0.7618000000000262
1502,1,-50,1919.0,1995.841650033267,0.7616000000000263
1503,2,300,1914.5,1994.714095744681,0.7614000000000263
1504,0,6400,1971.0,1997.6411960132891,0.7612000000000263
1505,2,350,1965.5,1996.5471447543162,0.7610000000000263
1506,3,200,1974.5,1995.35500995355,0.7608000000000263
1507,0,7250,2054.0,1998.8395225464192,0.7606000000000264
1508,3,800,2055.5,1998.0450629555996,0.7604000000000264
1509,0,7150,2128.5,2001.4569536423842,0.7602000000000264
1510,2,-400,2056.0,1999.867637326274,0.7600000000000264
1511,3,900,2055.0,1999.1402116402116,0.7598000000000265
1512,0,6800,2058.5,2002.3132848645075,0.7596000000000265
1513,2,-150,2049.0,2000.891677675033,0.7594000000000265
1514,3,-100,2037.5,1999.5049504950496,0.7592000000000265
1515,3,300,2046.5,1998.3839050131926,0.7590000000000265
1516,2,600,2048.5,1997.462096242584,0.7588000000000266
1517,0,7150,2048.5,2000.8563899868248,0.7586000000000266
1518,1,0,1977.0,1999.5391705069123,0.7584000000000266
1519,1,-100,1914.0,1998.157894736842,0.7582000000000266
1520,3,-350,1908.5,1996.6140696909927,0.7580000000000267
1521,0,7500,1974.0,2000.2299605781866,0.7578000000000267
1522,2,250,1964.5,1999.080761654629,0.7576000000000267
1523,0,7100,1961.0,2002.4278215223096,0.7574000000000267
1524,1,600,1955.5,2001.5081967213114,0.7572000000000267
1525,2,600,1952.0,2000.5897771952818,0.7570000000000268
1526,0,7000,2014.0,2003.863785199738,0.7568000000000268
1527,1,650,1961.5,2002.9777486910996,0.7566000000000268
1528,1,750,1953.5,2002.158273381295,0.7564000000000268
1529,1,-850,1939.0,2000.2941176470588,0.7562000000000269
1530,0,6850,2002.0,2003.4617896799477,0.7560000000000269
1531,2,-750,1987.0,2001.6644908616188,0.7558000000000269
1532,0,7000,2045.5,2004.924983692107,0.7556000000000269
1533,3,550,2043.5,2003.9765319426335,0.7554000000000269
1534,3,600,2040.0,2003.0618892508144,0.755200000000027
1535,2,1050,2047.0,2002.44140625,0.755000000000027
1536,2,200,2040.0,2001.2687052700064,0.754800000000027
1537,0,6850,2111.5,2004.4213263979193,0.754600000000027
1538,1,-400,2109.0,2002.8589993502274,0.754400000000027
1539,0,7150,2170.5,2006.2012987012988,0.7542000000000271
1540,1,600,2174.5,2005.288773523686,0.7540000000000271
1541,3,-50,2168.5,2003.9559014267186,0.7538000000000271
1542,1,300,2172.5,2002.851587815943,0.7536000000000271
1543,1,800,2117.0,2002.0725388601036,0.7534000000000272
1544,3,750,2123.5,2001.2621359223301,0.7532000000000272
1545,2,950,2132.5,2000.5821474773609,0.7530000000000272
1546,0,5350,2176.0,2002.7472527472528,0.7528000000000272
1547,0,6650,2235.0,2005.749354005168,0.7526000000000272
1548,0,7150,2301.0,2009.0703679793414,0.7524000000000273
1549,1,350,2236.0,2008.0,0.7522000000000273
1550,1,800,2183.0,2007.2211476466796,0.7520000000000273
1551,1,-150,2174.0,2005.8311855670104,0.7518000000000273
1552,2,900,2178.5,2005.1191242755956,0.7516000000000274
1553,2,150,2177.5,2003.9253539253539,0.7514000000000274
1554,1,550,2182.5,2002.9903536977492,0.7512000000000274
1555,2,300,2175.5,2001.8958868894601,0.7510000000000274
1556,0,6850,2248.5,2005.009633911368,0.7508000000000274
1557,1,-250,2239.5,2003.5622593068035,0.7506000000000275
1558,3,-400,2239.5,2002.0205259781912,0.7504000000000275
1559,1,600,2173.5,2001.121794871795,0.7502000000000275
1560,0,6850,2235.5,2004.2280589365791,0.7500000000000275
1561,2,950,2233.5,2003.5531370038411,0.7498000000000276
1562,0,6600,2293.5,2006.4939219449775,0.7496000000000276
1563,0,6950,2362.5,2009.6547314578006,0.7494000000000276
1564,1,600,2366.5,2008.7539936102237,0.7492000000000276
1565,2,1100,2368.5,2008.1736909323117,0.7490000000000276
1566,0,6450,2420.0,2011.0082961072112,0.7488000000000277
1567,0,7100,2484.5,2014.2538265306123,0.7486000000000277
1568,0,7000,2550.5,2017.4314850223072,0.7484000000000277
1569,0,6800,2615.5,2020.4777070063694,0.7482000000000277
1570,3,250,2613.0,2019.350732017823,0.7480000000000278
1571,1,0,2548.0,2018.0661577608143,0.7478000000000278
1572,0,5800,2535.0,2020.470438652257,0.7476000000000278
1573,1,400,2534.0,2019.440914866582,0.7474000000000278
1574,3,800,2535.5,2018.6666666666667,0.7472000000000278
1575,1,300,2528.5,2017.5761421319796,0.7470000000000279
1576,0,6450,2585.5,2020.3868103994928,0.7468000000000279
1577,0,6950,2653.5,2023.510773130545,0.7466000000000279
1578,0,7600,2721.0,2027.042431918936,0.7464000000000279
1579,0,7000,2731.5,2030.1898734177216,0.746200000000028
1580,1,300,2724.5,2029.0955091714104,0.746000000000028
1581,2,750,2663.0,2028.2869785082175,0.745800000000028
1582,0,6600,2660.5,2031.1749842072015,0.745600000000028
1583,1,-50,2653.5,2029.861111111111,0.745400000000028
1584,2,450,2646.5,2028.864353312303,0.7452000000000281
1585,0,6350,2643.0,2031.5889029003783,0.7450000000000281
1586,0,7000,2640.0,2034.7195967233774,0.7448000000000281
1587,0,6350,2710.5,2037.4370277078085,0.7446000000000281
1588,1,1550,2717.5,2037.1302706104468,0.7444000000000282
1589,2,300,2655.0,2036.0377358490566,0.7442000000000282
1590,1,750,2660.5,2035.2294154619735,0.7440000000000282
1591,2,800,2660.0,2034.4535175879396,0.7438000000000282
1592,0,6850,2717.0,2037.476459510358,0.7436000000000282
1593,0,6600,2716.0,2040.3387703889587,0.7434000000000283
1594,0,6250,2768.0,2042.9780564263324,0.7432000000000283
1595,2,600,2769.0,2042.0739348370928,0.7430000000000283
1596,1,1100,2778.0,2041.484032561052,0.7428000000000283
1597,2,250,2773.5,2040.362953692115,0.7426000000000283
1598,0,7100,2833.0,2043.5272045028144,0.7424000000000284
1599,0,6850,2829.5,2046.53125,0.7422000000000284
1600,1,150,2819.0,2045.3466583385384,0.7420000000000284
1601,3,850,2756.5,2044.6004993757804,0.7418000000000284
1602,2,250,2759.5,2043.4809731752964,0.7416000000000285
1603,2,1700,2773.5,2043.2668329177056,0.7414000000000285
1604,2,200,2711.5,2042.1183800623053,0.7412000000000285
1605,0,6100,2769.0,2044.645080946451,0.7410000000000285
1606,1,-200,2765.0,2043.2482887367767,0.7408000000000285
1607,3,700,2699.5,2042.4129353233832,0.7406000000000286
1608,0,6150,2753.0,2044.9658172778122,0.7404000000000286
1609,2,200,2683.5,2043.8198757763976,0.7402000000000286
1610,3,150,2689.0,2042.6443202979515,0.7400000000000286
1611,0,7050,2750.5,2045.7506203473945,0.7398000000000287
1612,3,150,2684.0,2044.575325480471,0.7396000000000287
1613,1,200,2687.5,2043.4324659231722,0.7394000000000287
1614,0,7100,2759.5,2046.56346749226,0.7392000000000287
1615,1,850,2765.0,2045.8230198019803,0.7390000000000287
1616,3,1000,2769.0,2045.1762523191094,0.7388000000000288
1617,0,6500,2762.5,2047.929542645241,0.7386000000000288
1618,3,250,2765.0,2046.8190240889437,0.7384000000000288
1619,3,750,2773.5,2046.0185185185185,0.7382000000000288
1620,3,750,2784.5,2045.2190006169033,0.7380000000000289
